id,asin,rv_stars_rating,rv_titre,rv_date,rv_pays,rv_achat,rv_body,rv_utile,rv_lien
108,B07ZHJFH4W,"3,0",OS beugué,09/09/2021,France,Achat vérifié,"La télé est bien niveau image et son mais des fois l'OS plante et la Télé est très lente voir figée sur les applications Netflix, Prime vidéo, Molotov, Disney+. Obligé de l'éteindre (débrancher le courant) puis de la rebrancher pour qu'elle se rallume et fonctionne a nouveau",,/gp/customer-reviews/R1I5GLXM2FK4E4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
109,B07ZHJFH4W,"1,0",On PE rien installer dessus,13/03/2021,France,Achat vérifié,Bas de gamme pas la dernière version Android Impossible d installer des application depuis Google play car y a na pas de Google play dessus 😡😡😡😡,Une personne a trouvé cela utile,/gp/customer-reviews/R2EETI16MFNRYE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
110,B07ZHJFH4W,"1,0",Après un an de vie les prises hdmi ne fonctionnent plus.,24/09/2021,France,Achat vérifié,je ne recommande pas l'achat. Après un an de vie les 3 prises hdmi ne fonctionnent plus et je n'ai aucune garantie. nul.,Une personne a trouvé cela utile,/gp/customer-reviews/R3DDH5YOJXWLJF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
111,B07ZHJFH4W,"5,0",Superbe image à prix dérisoire,17/03/2020,France,Achat vérifié,"Habitué aux Sony Bravia, rien à redire . Pour 70% moins cher que les grandes marques, je ne peux pas me plaindre. Ayant déjà payé le prix fort pour mes deux Sony, je suis content d’avoir épargné plusieurs centaines d’euros pour ce 50’ pouces en 4K. La télécommande est bien et je n’ai aucunement l’impression d’avoir acheté un produit basse gamme, bien au contraire. Satisfait.",,/gp/customer-reviews/RIUCQW3B3T6WB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
112,B07ZHJFH4W,"2,0",Décevant,09/03/2021,France,Achat vérifié,"Alors quoi dire , avec le télécommande qui fait beaucoup de bruit , la télé qui reste figé dont on est obligé de débrancher et te branchement , beaucoup de ralentissement , elle n'est intéressante que qui vois rester sur une utilisation en hdmi (play , Xbox...)",,/gp/customer-reviews/R38NXKGT846YIP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
113,B07ZHJFH4W,"5,0",Image parfaite mais le son.....,21/06/2020,France,Achat vérifié,"Le produit répond à mes attentes car après avoir lu les commentaires je savais qu il y avait un problème de son médiocre et pour une fois les commentaires était à 100% véridique, il vous faut une barre de son avec le produit mais côté image même si côté contraste il y a quelques réglage à faire, c est vraiment un très bon produit pas chère.",,/gp/customer-reviews/RF9GJFIPT9LF2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
114,B07ZHJFH4W,"4,0",Tres bien,13/02/2020,France,Achat vérifié,Bon rapport qualité prix ! N'hésitez pas même si j'ai acheté un pied pour plus de praticité,Une personne a trouvé cela utile,/gp/customer-reviews/R224MAZK3DBBOU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
115,B07ZHJFH4W,"5,0",Content de mon achat,12/12/2020,France,Achat vérifié,Pour le prix j ai pas ésiter répond bien à mes besoin et produit de bonne qualité pas besoin de mettre un prix fou,,/gp/customer-reviews/R3A8ZOFH22L7B2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
116,B07ZHJFH4W,"5,0","Parfaite, j'adore",07/04/2021,France,Achat vérifié,"Aucun regret pour cet achat, facile à installer,  connections a internet parfaite, belle qualité d'image et de son. Très bon rapport qualité prix aux vues de la taille de cette télé et de ses fonctions.",,/gp/customer-reviews/R27A4BKSY6H8OS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
117,B07ZHJFH4W,"3,0",Rapport qualité prix correct,16/12/2021,France,Achat vérifié,Produit très fonctionnel Le mauvais son se corrige en y ajoutant une barre de son filaire car le Bluetooth de la télé est pourri et hache le son. L’image n’est super top mais vu le prix je ne me sens pas volée non plus,,/gp/customer-reviews/R2O1GAC0D19VN2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
118,B07ZHJFH4W,"4,0",bon rapport qualité prix,19/07/2021,France,Achat vérifié,une très belle image...,,/gp/customer-reviews/R3E3RMA1BLWLNI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
119,B07ZHJFH4W,"5,0",Parfait,25/07/2020,France,Achat vérifié,"Très bonne télévision, très bonne qualité image, bonne taille, le son derrière la TV rebondi sur le mur, il faudrait une barre de son pour une meilleure qualité, mais cela reste très convenable quand même, je conseille !",,/gp/customer-reviews/R230E9PAEGJLKM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
120,B07ZHJFH4W,"1,0",Merci de faire un minimum d’effort,29/01/2021,France,Achat vérifié,Bon... Télécommande défectueuse. Je me demande combien de temps va durer la TV...,Une personne a trouvé cela utile,/gp/customer-reviews/R1N8PUPVKSPCK5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
121,B07ZHJFH4W,"5,0",superbe tv,01/10/2020,France,Achat vérifié,"Pour le moment  rien de négatif, Je n'ai pas eu de problème à l'installation. Le son  n'est pas trop a mes attentes  mais  ca vas  je ne m'en plaint pas trop .",,/gp/customer-reviews/RE9U6TS34P17J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
122,B07ZHJFH4W,"4,0",Très bonne télé mais télécommande capricieuse,08/08/2021,France,Achat vérifié,"Image et son niquel, connexion avec la box super... Juste la télécommande pas très pratique, il faut des fois appuyer plusieurs fois pour avoir ce qu'on demande (mais avec des piles neuve et sans rien devant la télé qui pourrait gêner)",,/gp/customer-reviews/R3EQLAOF2O8G5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
123,B07ZHJFH4W,"5,0",Excellent rapport qualité/ prix,21/06/2020,France,Achat vérifié,Excellent rapport qualité/ prix reste à voir dans la durée mais pour le moment très bon achat,,/gp/customer-reviews/R3PJYUZH51RBLY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
124,B07ZHJFH4W,"3,0",Tv,15/07/2020,France,Achat vérifié,Bon qualité prix met très déçu par le son bof,,/gp/customer-reviews/RZ538E20V9KWE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
125,B07ZHJFH4W,"5,0",Excellent,20/08/2020,France,Achat vérifié,Très bonne télévision rien à dire vendeur très sérieux 3 achat chez lui et toujours satisfaite,,/gp/customer-reviews/R3M79EZY5T06KH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
126,B07ZHJFH4W,"1,0",Produit refusé,28/02/2021,France,Achat vérifié,Produit refusé car Évra cassé,Une personne a trouvé cela utile,/gp/customer-reviews/RC0N90ISLEWM7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
127,B07ZHJFH4W,"5,0",Bon rapport qualité prix,11/07/2021,France,Achat vérifié,rien a redire bon tv,,/gp/customer-reviews/R3VT8GEDRSLKZM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
128,B07ZHJFH4W,"5,0",Merci a amazon super télé livraison rapide,05/03/2022,France,Achat vérifié,,,/gp/customer-reviews/R1EKA5YO81K489/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
129,B07ZHJFH4W,"5,0",Reçu dans les délais rien à redire,22/11/2021,France,Achat vérifié,Rien à redire excellente qualité,,/gp/customer-reviews/R1SBZQ2B9UZXS3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
130,B07ZHJFH4W,"4,0",Bon rapport qualité-prix,08/07/2020,France,Achat vérifié,"Je regrette l'absence de sortie ""casque"" et de port USB 3. L'image est belle et le smart plutôt bon.",,/gp/customer-reviews/R256OXM6F3ALKG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
131,B07ZHJFH4W,"5,0",Excellent,21/10/2020,France,Achat vérifié,"Excellente qualité,  réactivité rapide,  télécommande très bien pensé. Légère.",,/gp/customer-reviews/R3O8A4F9DQ6Y94/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
132,B07ZHJFH4W,"1,0",Bien mais pas fait pour durer longtemps.,03/10/2020,France,Achat vérifié,L'appareil comporte de nombreux défauts bien dissimulés. Attention la Free Player Pop n'est pas compatible avec la télé. J'ai eu une mauvais surprise et du retourner ma télé à Amazon.,Une personne a trouvé cela utile,/gp/customer-reviews/R1WS7S3JBX1RIU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
133,B07ZHJFH4W,"4,0",Rapport qualité-prix exceptionnel,12/09/2020,France,Achat vérifié,"TV sympa, rapport qualité-prix exceptionnel. Fonctionnel, ergonomique, pratique. Le + : l'interface Android avec l'assistant vocal Le- : le son n'est pas toujours agréable. Quelques aiguës perceptibles, corrigeable avec une barre de son.",Une personne a trouvé cela utile,/gp/customer-reviews/R3CZSEW7MMBKO5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
134,B07ZHJFH4W,"4,0",Télé 4K,04/10/2021,France,Achat vérifié,"Tout est parfait!bonne résolution, périphérique top bluetooth etc... juste pas de prise jack. Et le son, comment dire, Home cinéma obligatoire à prévoir !",,/gp/customer-reviews/RI6B4EZABI22F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
135,B07ZHJFH4W,"5,0",impeccable,15/07/2020,France,Achat vérifié,Commande effectuer pour un client pour l’instant aucun mauvais retour c’est Le principal donc impeccable,,/gp/customer-reviews/R1FTOT5TXU48DJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
136,B07ZHJFH4W,"1,0",mauvaise,16/10/2020,France,Achat vérifié,"les application qui sont déja installé ne marche pas, ainsi que je ne peux pas télécharger d'autre application, il est affiché que la connexion ne marche pas mais la connexion marche parfaitement, une smart tv sans application !! non utile",Une personne a trouvé cela utile,/gp/customer-reviews/R72IWO6WSWKWW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
137,B07ZHJFH4W,"5,0","Image parfait , Son moyen",15/06/2020,France,Achat vérifié,"Livraison rapide en 9 jours , livreur tres polis , Qualité image parfait, seul bemol son pas terrible ( faut ajouté une barre de son obligé ) tout les appli fonctione tres bien ( netflix, Disney+, Amazon video, etc ... ) Sur la ps4 grace au HDR10 sa change vraiment la donne , Qualité-prix au top tres content de mon achat . A voir avec le temps si sa continue comme sa .",,/gp/customer-reviews/ROQIP0BBXOKXN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
138,B07ZHJFH4W,"2,0",probleme dans les parametres,05/11/2020,France,Achat vérifié,"La TV se mettait en noir et blanc, puis plus d'image nous obligeant à refaire des reglages et ce de facon aléatoire. Domage",,/gp/customer-reviews/R2EXYL3NJQKIK8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
139,B07ZHJFH4W,"5,0",Je n’ai pas compris,24/03/2021,France,Achat vérifié,Au bout d’à peine deux mois mon téléviseur est marqué d’un trait violet sans savoir pourquoi,,/gp/customer-reviews/R1XX8QFH4Y3W0Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
140,B07ZHJFH4W,"5,0",Satisfaction TV,27/11/2021,France,Achat vérifié,"Surpris en bien par la qualité du produit, merci au service commercial pour les indications de garantie. Cordialement",,/gp/customer-reviews/R2R8C7HI6U06KQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
141,B07ZHJFH4W,"1,0",CHiQ U43H7A,19/06/2021,France,Achat vérifié,Après 1 an l'image est devenue blue impossible d'avoir le service client pour traiter mon problème donc je vous conseille de faire attention.,Une personne a trouvé cela utile,/gp/customer-reviews/R3RC97JGAUTXPG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
142,B07ZHJFH4W,"4,0",Bon produit !,31/10/2020,France,Achat vérifié,Je suis super content de ce produit !  Parfait pour ma chambre.. Super image !!.. Bonne connectivité.,,/gp/customer-reviews/R1G4JHZCF2L2PR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
143,B07ZHJFH4W,"4,0",Produit à acheter,14/06/2020,France,Achat vérifié,"Bon produit je le recommande à toute personne qui veut faire un achat dans du bon matériel et de qualité. Facile de mise en marche et de connexion à tout les réseaux (box, YouTube, Netflix, Amazon, Google)",,/gp/customer-reviews/R2H69O1C0A0TZ0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
144,B07ZHJFH4W,"5,0",dommage que l'adaptateur FRANSAT acheté en plus était défectueux,25/04/2021,France,Achat vérifié,bon rapport qualité prix,,/gp/customer-reviews/R2MOCQM9ZDS8DS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
145,B07ZHJFH4W,"5,0",SUPER TÉLÉ,11/09/2020,France,Achat vérifié,"Super télé, juste quelque petit problème avec le transporteur mais sinon tout est nikel j’avais commander une 140cm et j’ai reçu une 166cm donc je suis plus que satisfaite lol 🤣",,/gp/customer-reviews/R1M8BXJ6XFWMHZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
146,B07ZHJFH4W,"3,0",trop de bugs la tv s éteint seulement après 1h20,23/04/2022,France,Achat vérifié,très déçu,,/gp/customer-reviews/R15VDLRQN6NH3V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
147,B07ZHJFH4W,"5,0",Franchement très content,11/09/2021,France,Achat vérifié,"J'ai acheté ce téléviseur lors d'une promotion. A ce prix là je m'attendais à quelque chose de simple et pas trop mauvais, mais j'ai été vraiment agréablement surpris par la qualité d'image et les fonctionnalités.",,/gp/customer-reviews/R3R4NLQ8E3X08O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
148,B07ZHJFH4W,"5,0",Enquête satisfaction,14/07/2020,France,Achat vérifié,"Très bon produit, excellent rapport qualité-prix. Fortement conseillé.",,/gp/customer-reviews/R1QK8TESDEFNQR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
149,B07ZHJFH4W,"4,0",Très bien,10/04/2020,France,Achat vérifié,"Très bonne télé pour le prix , bon son , qualités d’image vraiment bien (127cm pour moi ) arriver du carton en pas super était mais j’ai pas eu de problème à la télé  ( donc si vous chercher une télé à petit prix pour un grand écran , dans cette gamme  de prix je recommande celle la ! ) vraiment pas  déçu",,/gp/customer-reviews/R2G577CMASEDXR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
150,B07ZHJFH4W,"5,0",Nikel.,08/04/2021,France,Achat vérifié,Nikel.,,/gp/customer-reviews/R3NGH8WZL9U87D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
151,B07ZHJFH4W,"1,0",Tv cassée,30/09/2020,France,Achat vérifié,Bonjour A l ouverture la dalle du téléviseur était fracturée en plusieurs endroits malgre un carton en assez bon état .. J ai tout remis à l intérieur et attends les modalités d’échange Merci de votre retour mR kanouni,Une personne a trouvé cela utile,/gp/customer-reviews/R3A8TOUPSUS51N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
152,B07ZHJFH4W,"5,0",Télé chiq,06/06/2021,France,Achat vérifié,"Bonjour je suis pleinement satisfait de ma commande bonne télé très bon livreurs, je le remercie le WiFi fonctionne bien et tout le reste aussi je recommande livraison rapide en temp et en heure ce qui de nos jours n ai pas évident. Merci Amazon.",,/gp/customer-reviews/R38TZH67YBFDZK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
153,B07ZHJFH4W,"3,0",Efficacité,23/02/2022,France,Achat vérifié,"Téléviseur correct. Temps de réaction un peu long, par contre compliqué à l’utilisation",,/gp/customer-reviews/R1POC049CN58O0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
154,B07ZHJFH4W,"4,0",Bon produit pour le prix. Sauf le son nul et les prises en bas peu accessibles.,19/07/2021,France,Achat vérifié,,,/gp/customer-reviews/R139CJI2XTYK7V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
155,B07ZHJFH4W,"2,0",Demande firmware upgrade,04/03/2021,France,Achat vérifié,"Ne fonctionne pas en connexion ethernet avec vpn aucun ne fonctionne cybergost , expressvpn , nordvpn ou shark vpn tous essayé tous coupe la connexion ethernet . Soucis avec Android 9 et CHiQ ne propose pas de mise jour pour régler le problème je suis déçu et frustré 😞😞😞😣😣😣",,/gp/customer-reviews/RTCPE27AMEY6H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
156,B07ZHJFH4W,"1,0",Télé reçu cassé,11/05/2020,France,Achat vérifié,"Reçu se matin delais avec 15 jours d avance sans signéde bon de livraison  , cassé et tt rayé suis grave déçu 🤬 j espere etre très vite remboursé ou échange",2 personnes ont trouvé cela utile,/gp/customer-reviews/R2FJRX71O29XTL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
157,B07ZHJFH4W,"3,0",Appareil desevant,21/08/2021,France,Achat vérifié,Qualité d'image moyen son médiocre dommage téléviseur esthétiquement réussi.,,/gp/customer-reviews/R212WOG0VBIUCA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
158,B07ZHJFH4W,"1,0",Ne surtout pas commander,18/11/2020,France,Achat vérifié,"Je déconseille totalement de commander sur ce fournisseur, la télé et inutilisable , car elle et totalement casser que se soit au niveau de l’écran et de l’arrière de la télé ... ne commander surtout pas !!!!",Une personne a trouvé cela utile,/gp/customer-reviews/RMTLNGIDDK5LN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
159,B07ZHJFH4W,"1,0",Image sur la moitié de l'ecran,24/03/2022,France,Achat vérifié,Je suis malheusement tombé sur une TV qui ne fonctionnait pas!Dommage.Le vendeur a été réglo il me l'a remboursé sans discuté,,/gp/customer-reviews/RVPDZ14PT6CDK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
160,B07ZHJFH4W,"5,0",Très bon rapport qualité prix,25/06/2020,France,Achat vérifié,"Faut pas s'attendre à un objet exceptionnel et pourtant je le trouve superbe, rien à dire",,/gp/customer-reviews/R3VMHNRILBUIMT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
161,B07ZHJFH4W,"1,0",le suivi en cas de panne,15/11/2021,France,Achat vérifié,je n'ai pas aimer la tv en panne est toujours pas de remboursement depuis le 20/10/2021 et pas de n° de tel pour contacter le service client,,/gp/customer-reviews/R160ZC1MHPU2ZX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
162,B07ZHJFH4W,"3,0",Bruit de fond en sifflement dommage...,09/10/2020,France,Achat vérifié,"Image au rendez-vous, l'Audio est médiocre Je ne sais pas si c'est que dans mon téléviseur mais dès que je l'allume un bruit de fond comme un sifflement aigu désagréable. C'est extrêmement dommage",,/gp/customer-reviews/R1A1HMRJ0F93PW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
163,B07ZHJFH4W,"4,0",Parfait,12/01/2021,France,Achat vérifié,Parfait,,/gp/customer-reviews/R1N8BPXPDM0FQN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
164,B07ZHJFH4W,"4,0",très bon,12/10/2020,France,Achat vérifié,quelques bug sur les différentes application ( bug de chargement youtube par exemple ) sinon tout est de très bonne qualité,,/gp/customer-reviews/R2AT8WHPM46UQY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
165,B07ZHJFH4W,"3,0",Coupure d'image.,12/01/2021,France,Achat vérifié,"Pas trop mal dans l'ensemble, parfois la télé se coupe.",,/gp/customer-reviews/R12E4MAPCB0MLT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
166,B07ZHJFH4W,"4,0",Télécommande,15/04/2021,France,Achat vérifié,"On peu changer de chaîne que lorsque la télécommande est en face de la télé, c’est pas une télécommande connecté, et un peu lent pour passer les chaînes.",,/gp/customer-reviews/R5LL5D6XS80S4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
167,B07ZHJFH4W,"5,0",Marche bien,27/06/2020,France,Achat vérifié,Très bien très bon produit livré rapidement,,/gp/customer-reviews/R1AFF8FJ4R48KP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
168,B07ZHJFH4W,"5,0",Tele chiq,28/12/2021,France,Achat vérifié,Exelente télé rien à dire,,/gp/customer-reviews/REQ4403JYK23M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
169,B07ZHJFH4W,"3,0",Qualité d image moyenne,25/07/2020,France,Achat vérifié,RAS,,/gp/customer-reviews/R38P7ST8FO1K6M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
170,B07ZHJFH4W,"4,0",super,22/07/2021,France,Achat vérifié,"télé très bien mais pas en français , mais sans soucis juste une chose a redire c'est le livreur et le carton défoncé et le livreur le fait tomber devant moi mais bon elle n'a rien c'est le principal .",,/gp/customer-reviews/R2ZB5LUWNAXXMW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
171,B07ZHJFH4W,"3,0",Très déçue,10/11/2020,France,Achat vérifié,Au bout de 2 mois télécommande dont certaines touches ne répondent plus !!!!! De plus pas de touches sensitives pour palier a ce problème et impossible de trouver une nouvelle télécommande correspondant a la référence du téléviseur.,,/gp/customer-reviews/RVDWZ4GUMV7CT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
172,B07ZHJFH4W,"4,0","Belle image, son moyen",17/02/2021,France,Achat vérifié,"Une très bonne qualité d'image, réglages simples, malheureusement un son décevant.",,/gp/customer-reviews/R29NF2XRUCYIJS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
173,B07ZHJFH4W,"4,0",Je conseille à tout le monde d’acheter,05/03/2021,France,Achat vérifié, Bonjour tout le monde c’est une télévision je vous conseille d’acheter par rapport le prix c’est très bien Et c’est très simple d’utiliser Et installer Merci Amazon,,/gp/customer-reviews/R37M3PWD0GRGN3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
174,B07ZHJFH4W,"5,0",Satisfait,08/10/2020,France,Achat vérifié,Je conseil . superbe !!!,,/gp/customer-reviews/R3GKMGK4LYUM9H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
175,B07ZHJFH4W,"5,0",Pour le prix c'est très bien,01/12/2020,France,Achat vérifié,Bien,,/gp/customer-reviews/R1HQH6HZAY9TIS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
176,B07ZHJFH4W,"5,0",Excellent rapport qualité prix,06/11/2021,France,Achat vérifié,"Aucun soucis qualité top, son Ok sans etre extraordinaire. assez surpris du nombre de mauvais commentaire alors que j ai eu aucun soucis",,/gp/customer-reviews/R11LJ13UCD93O4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
177,B07ZHJFH4W,"1,0",Arrivée completement cassée !,05/09/2020,France,Achat vérifié,Très décu ! La TV est arrivée totalement cassée !,2 personnes ont trouvé cela utile,/gp/customer-reviews/R1GJ12EE5H98OS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
178,B07ZHJFH4W,"4,0",Correct,25/03/2020,France,Achat vérifié,Le Bluetooth passe super mal.. Autrement pour le prix faut pas s'atendre à un miracle...c'est correct,,/gp/customer-reviews/R3EH4QVUJJMV86/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
179,B07ZHJFH4W,"4,0",Bosse sur le côté,19/11/2021,France,Achat vérifié,Pas mal dommage pour la bosse,,/gp/customer-reviews/R3PLLA8SRJHBZ7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
180,B07ZHJFH4W,"5,0",Super,07/01/2022,France,Achat vérifié,Simple d utilisation je règle très facilement  qualité top,,/gp/customer-reviews/R3UI8ML3BPISTY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
181,B07ZHJFH4W,"4,0",Très bon rapport qualité prix,18/07/2021,France,Achat vérifié,"Excellente qualité d’image, très bon prix, par contre plante très souvent et perds la connexion Internet on sait pas pourquoi sinon très bonne télé.",,/gp/customer-reviews/R2PVDRV84BW6FU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
182,B07ZHJFH4W,"1,0","J’ai reçu ma télé cassé, l’écran était décollé et il y avait un poque à l’arrière",25/09/2021,France,Achat vérifié,,Une personne a trouvé cela utile,/gp/customer-reviews/R2UNWVRHUHTAWT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
183,B07ZHJFH4W,"5,0",Simple d’utilisation,01/01/2021,France,Achat vérifié,"Je recommande ce produit, la fonctionnalité « SMART » laisse un large chose de programmes. Il y a une bonne qualité de l’image et elle est simple d’utilisation.",,/gp/customer-reviews/R2A977I6S1UB2C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
184,B07ZHJFH4W,"4,0",Magnifique,01/03/2021,France,Achat vérifié,Magnifique👍,Une personne a trouvé cela utile,/gp/customer-reviews/ROAR5C7LSU5MA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
185,B07ZHJFH4W,"5,0",J'ai reçu la télé en fonctionnelle aucun defaut,06/09/2020,France,Achat vérifié,pas de commentaire negaif,,/gp/customer-reviews/R1A6OM9OANQAGV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
186,B07ZHJFH4W,"4,0",Ça marche.,13/11/2021,France,Achat vérifié,"Ça marche. Je l'utilise comme écran pc. J'ai l'impression que c'est un peu incurvé vers l'extérieur, ce qui a du sens pour une TV.",,/gp/customer-reviews/R3BY9P4ID748HF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
187,B07ZHJFH4W,"1,0",Défaut sur l’écran je retourne la TV,13/05/2022,France,Achat vérifié,TV reçue avec une anomalie sur l’écran . Je retourne le produit,,/gp/customer-reviews/R3BT9OU11339CL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZHJFH4W
