asin,rv_stars_rating,rv_titre,rv_date,rv_pays,rv_achat,rv_body,rv_utile,rv_lien
B09M4BFZK7,"1,0","Software der Uhr ist die unterste Schublade, Probleme ohne Ende, unausgereift und Umständlich.",20/2/2022,Allemagne,Achat vérifié,"Software der Uhr ist die unterste Schublade, Probleme ohne Ende, unausgereift und Umständlich.",Une personne a trouvé cela utile,
B09M4BFZK7,"5,0",L orologio è molto bellino ed ha tutto quello che serve ad uno uno sportwatch.. batteria che a me dura 7 giorni con 2/3 ore circa di gps a settimana ma senza collegarlo al telefono( non mi serve).  In generale sono molto soddisfatto.. forse 400 euro sono leggermente troppi,23/2/2022,Italie,Achat vérifié,L orologio è molto bellino ed ha tutto quello che serve ad uno uno sportwatch.. batteria che a me dura 7 giorni con 2/3 ore circa di gps a settimana ma senza collegarlo al telefono( non mi serve).  In generale sono molto soddisfatto.. forse 400 euro sono leggermente troppi,,
B09M4BFZK7,"5,0"," Dopo tanto ho preso un Garmin,credevo leggermente più grande ma apparte questo ottimo in tutte le sue funzioni!!!",18/3/2022,Italie,Achat vérifié," Dopo tanto ho preso un Garmin,credevo leggermente più grande ma apparte questo ottimo in tutte le sue funzioni!!!",,
B09M4BFZK7,"1,0",Die Software der Uhr ist absolut verbuggt,29/1/2022,Allemagne,Achat vérifié,Die Software der Uhr ist absolut verbuggt,3 personnes ont trouvé cela utile,
B09M4BFZK7,"1,0","estetica bella, colori display brillanti, durata della batteria imbarazzante, stabilità software non pervenuta, funzione vivavoce per chiamate 9 volte su 10 non va.",13/2/2022,Italie,Achat vérifié,"estetica bella, colori display brillanti, durata della batteria imbarazzante, stabilità software non pervenuta, funzione vivavoce per chiamate 9 volte su 10 non va.",,
B09M4BFZK7,"5,0",bello e molto funzionale i dati che restituisce sono molto precisi nota dolente il software non è così intuitivo e potrebbe essere migliorato,8/4/2022,Italie,Achat vérifié,bello e molto funzionale i dati che restituisce sono molto precisi nota dolente il software non è così intuitivo e potrebbe essere migliorato,,
B09M4BFZK7,"5,0","Mobile apps are basic, not many options for maps. Watch looks good , calling trough watch is pleasure, speaker loud enough to hold conversation while driving.",29/4/2022,Allemagne,Achat vérifié,"Mobile apps are basic, not many options for maps. Watch looks good , calling trough watch is pleasure, speaker loud enough to hold conversation while driving.",Une personne a trouvé cela utile,
B09M4BFZK7,"5,0","Come al solito GARMIN non sbaglia. Direi che come vivavoce ha il volume un pò basso, per il resto veramente OK",23/3/2022,Italie,Achat vérifié,"Come al solito GARMIN non sbaglia. Direi che come vivavoce ha il volume un pò basso, per il resto veramente OK",,
B09M4BFZK7,"5,0",Ottima qualità dell'audio in entrata e in uscita! Per me che vado spesso in bici è troppo comodo! Consiglio,26/4/2022,Italie,Achat vérifié,Ottima qualità dell'audio in entrata e in uscita! Per me che vado spesso in bici è troppo comodo! Consiglio,,
B09M4BFZK7,"5,0",Hodinky mají dlouhou vydrž. Vše je přeloženo do češtiny. Spárování s telefonem proběhlo bez problémů. Placení hodinkami je jednoduché. Měření vzdáleností jsou přesná.,23/4/2022,Allemagne,Achat vérifié,Hodinky mají dlouhou vydrž. Vše je přeloženo do češtiny. Spárování s telefonem proběhlo bez problémů. Placení hodinkami je jednoduché. Měření vzdáleností jsou přesná.,,
B09M4BFZK7,"4,0",Auch für eine ältere Person relativ leicht (mit Geduld) zu bedienen. Läßt sich gut tragen.,30/4/2022,Allemagne,Achat vérifié,Auch für eine ältere Person relativ leicht (mit Geduld) zu bedienen. Läßt sich gut tragen.,,
B09M4BFZK7,"2,0","Geht direkt wieder zurück, nach einer Stunde probieren die Uhr mit dem Smartphone zu koppeln aufgegeben.",25/3/2022,Allemagne,Achat vérifié,"Geht direkt wieder zurück, nach einer Stunde probieren die Uhr mit dem Smartphone zu koppeln aufgegeben.",,
B09M4BFZK7,"5,0",Very good smartwatch.,6/4/2022,Allemagne,Achat vérifié,Very good smartwatch.,,
B09M4BFZK7,"5,0",,4/4/2022,Allemagne,Achat vérifié,,,
asin,rv_stars_rating,rv_titre,rv_date,rv_pays,rv_achat,rv_body,rv_utile,rv_lien
B09M4BFZK7,"1,0",Jolie montre mais impossible de l'appairer avec mon smartphone honor view 10 qui fait partie des smartphone de chez huawei. Sur le site support de garmin il est indiqué que garmin n'est pas sûr que la montre fonctionne avec les smartphones huawei. Il aurait été préférable de l'indiquer ici. Je l'ai renvoyée.,7/5/2022,France,Achat vérifié,Jolie montre mais impossible de l'appairer avec mon smartphone honor view 10 qui fait partie des smartphone de chez huawei. Sur le site support de garmin il est indiqué que garmin n'est pas sûr que la montre fonctionne avec les smartphones huawei. Il aurait été préférable de l'indiquer ici. Je l'ai renvoyée.,,/gp/customer-reviews/R2OHRP0Q2A5RM7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09M4BFZK7
B09M4BFZK7,"5,0",,10/2/2022,France,Achat vérifié,,2 personnes ont trouvé cela utile,/gp/customer-reviews/R3LGTUVFH9EL0I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09M4BFZK7
B09M4BFZK7,"5,0",Application à maîtriser car moins intuitif qu’une Apple mais pour le reste c’est le top !,18/2/2022,France,Achat vérifié,Application à maîtriser car moins intuitif qu’une Apple mais pour le reste c’est le top !,Une personne a trouvé cela utile,/gp/customer-reviews/RFBNZMWEBCXDK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09M4BFZK7
B09M4BFZK7,"2,0",Cette montre n'a qu'un intérêt; son autonomie: elle est bourrée de defauts et d'applications non abouties.,1/5/2022,France,,Cette montre n'a qu'un intérêt; son autonomie: elle est bourrée de defauts et d'applications non abouties.,Une personne a trouvé cela utile,/gp/customer-reviews/REH4TNGPA28VR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09M4BFZK7
B09M4BFZK7,"5,0",J'utilise énormément m'a montre connectée.,5/2/2022,France,Achat vérifié,J'utilise énormément m'a montre connectée.,12 personnes ont trouvé cela utile,/gp/customer-reviews/RQMLLK3YLHN8V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09M4BFZK7
B09M4BFZK7,"5,0",c'est vraiment une belle montre connectée et bien adapatée à la pratique du sport.,4/1/2022,France,,c'est vraiment une belle montre connectée et bien adapatée à la pratique du sport.,15 personnes ont trouvé cela utile,/gp/customer-reviews/R3LDGP2TXCJZVJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09M4BFZK7
B09M4BFZK7,"5,0","I have had a Venu 2 in the past and was very satisfied with it but you couldn't really call it smart, as it had no speaker / mic.  Enter the Venu 2 plus and now you have these.  This means that you can take calls on your wrist and invoke your phone's smart assistant, whether that be Google, Siri or Alexa. However the voice assistant feature operates in a slightly unexpected way, as it simply tells your phone what to do.  For example, if you say ""set a timer for 2 minutes"", it won't start the watch's inbuilt timer but starts one on your phone. This is OK once you realise what is going on and does have some advantages, in that for example you can take notes using the watch - something you can't do with the mighty Apple Watch.  So I don't mark the watch down because of this. One bonus is that you can now have audible alarms and other sounds which is a nice touch.",22/1/2022,Royaume-Uni,Achat vérifié,"I have had a Venu 2 in the past and was very satisfied with it but you couldn't really call it smart, as it had no speaker / mic.  Enter the Venu 2 plus and now you have these.  This means that you can take calls on your wrist and invoke your phone's smart assistant, whether that be Google, Siri or Alexa. However the voice assistant feature operates in a slightly unexpected way, as it simply tells your phone what to do.  For example, if you say ""set a timer for 2 minutes"", it won't start the watch's inbuilt timer but starts one on your phone. This is OK once you realise what is going on and does have some advantages, in that for example you can take notes using the watch - something you can't do with the mighty Apple Watch.  So I don't mark the watch down because of this. One bonus is that you can now have audible alarms and other sounds which is a nice touch.",14 personnes ont trouvé cela utile,
B09M4BFZK7,"1,0","Die Uhr wirkt wertiger als die Venu 2, die ich ebenfalls kurz hatte und liefert ein tolles Gesamtpaket. Trotz dem Aufpreis werde ich bei der 2 PLUS bleiben, da sie mir deutlich besser gefällt. Schicke Uhr macht Spaß!",9/1/2022,Allemagne,Achat vérifié,"Die Uhr wirkt wertiger als die Venu 2, die ich ebenfalls kurz hatte und liefert ein tolles Gesamtpaket. Trotz dem Aufpreis werde ich bei der 2 PLUS bleiben, da sie mir deutlich besser gefällt. Schicke Uhr macht Spaß!",24 personnes ont trouvé cela utile,
B09M4BFZK7,"2,0",è un venu 2 con microfono e speaker. se non avete bisogno di telefonare con l'orologio al momento non ne vale la pena. come assistente vocale utilizza quello dello smartphone con tutte le limitazioni del caso (esempio con schermo bloccato molti comandi non possono essere impartiti). la  delusione maggiore è data dal fatto che non è possibile rispondere ai messaggi tramite voce ma solo con le solite frasi preimpostate.,6/1/2022,Italie,Achat vérifié,è un venu 2 con microfono e speaker. se non avete bisogno di telefonare con l'orologio al momento non ne vale la pena. come assistente vocale utilizza quello dello smartphone con tutte le limitazioni del caso (esempio con schermo bloccato molti comandi non possono essere impartiti). la  delusione maggiore è data dal fatto che non è possibile rispondere ai messaggi tramite voce ma solo con le solite frasi preimpostate.,19 personnes ont trouvé cela utile,
B09M4BFZK7,"3,0","Watch was inclined to restart randomly. Also the brightness seemed quite random, especially at night when it would suddenly go really bright for no reason. The worst problem is the Google Assistant. Many actions will not work unless you unlock your phone first. So, you either keep your phone unlocked or you have to pick up the phone and unlock it. Kind of defeats the object of having the assistant on the watch.",17/2/2022,Royaume-Uni,Achat vérifié,"Watch was inclined to restart randomly. Also the brightness seemed quite random, especially at night when it would suddenly go really bright for no reason. The worst problem is the Google Assistant. Many actions will not work unless you unlock your phone first. So, you either keep your phone unlocked or you have to pick up the phone and unlock it. Kind of defeats the object of having the assistant on the watch.",3 personnes ont trouvé cela utile,
B09M4BFZK7,"5,0","Vivoactive Plus is a great upgrade from my previous 6s. The screen is much better, I love the touchscreen function and the speaker (soo handy when you can't get to your phone for a call)- connects only when your phone is connected. It feels like a more valued watch :) The",29/4/2022,Royaume-Uni,Achat vérifié,"Vivoactive Plus is a great upgrade from my previous 6s. The screen is much better, I love the touchscreen function and the speaker (soo handy when you can't get to your phone for a call)- connects only when your phone is connected. It feels like a more valued watch :) The",,
B09M4BFZK7,"3,0",First impressions have been pretty strong. Easy to use watch with great fitness features. However in last week or so I've started to see sudden battery drain despite no change of use. My skin had also started reacting badly to the plastoc strap so I'm going to try to find a leather replacement,13/4/2022,Royaume-Uni,Achat vérifié,First impressions have been pretty strong. Easy to use watch with great fitness features. However in last week or so I've started to see sudden battery drain despite no change of use. My skin had also started reacting badly to the plastoc strap so I'm going to try to find a leather replacement,Une personne a trouvé cela utile,
B09M4BFZK7,"3,0",Update:,16/1/2022,Allemagne,Achat vérifié,Update:,9 personnes ont trouvé cela utile,
B09M4BFZK7,"5,0","Incredibile...Esce il primo smartwatch Garmin con lo speaker (e questo era già buono)...Poi scopro la genialata di richiamare il Google Assistant dallo smartwatch...L'ho preso giovedì (batteria 80% domenica sera ancora al 40%...).. quindi top per durata batteria..Gli utilizzi dell'assistente vocale sono buoni..ovvero a differenza dei dispositivi Wear Os, posso fare partire la chiamata con l'assistente vocale.Inoltre posso anche inviare whatsapp..cosa impensabile con gli altri smartwatch Wear OS e inviare anche messaggi vocali...Schermo molto bello e dimensioni finalmente umane (43mm)...Per ora super promosso...Il cinturino mi sembra molto anonimo..Ma io l'ho sostituito con un cinturino in pelle nera ed è diventato davvero elegante... Promosso...e le nuove features funzionano...",16/1/2022,Italie,Achat vérifié,"Incredibile...Esce il primo smartwatch Garmin con lo speaker (e questo era già buono)...Poi scopro la genialata di richiamare il Google Assistant dallo smartwatch...L'ho preso giovedì (batteria 80% domenica sera ancora al 40%...).. quindi top per durata batteria..Gli utilizzi dell'assistente vocale sono buoni..ovvero a differenza dei dispositivi Wear Os, posso fare partire la chiamata con l'assistente vocale.Inoltre posso anche inviare whatsapp..cosa impensabile con gli altri smartwatch Wear OS e inviare anche messaggi vocali...Schermo molto bello e dimensioni finalmente umane (43mm)...Per ora super promosso...Il cinturino mi sembra molto anonimo..Ma io l'ho sostituito con un cinturino in pelle nera ed è diventato davvero elegante... Promosso...e le nuove features funzionano...",8 personnes ont trouvé cela utile,
B09M4BFZK7,"4,0","Ho effettuato passaggio da Venu 2 a Venu 2 Plus, per le funzioni vocali, purtroppo non utilizzabili con il mio Huawei P30 Pro. Successivamente sono venuto a conoscenza tramite mail da parte Garmin, che non tutti gli smartphone supportano tali funzioni. Ritengo che sarebbe utile nella descrizione del prodotto specificare eventuali incompatibilità. Ulteriore delusione: alcune app di terze parti per me importanti funzionano su Venu 2, ma non sono (ancora per poco spero) compatibili con Venu 2 Plus. il dispositivo rimane il mio preferito per completezza, in ogni caso prima di acquistare suggerisco di effettuare le necessarie verifiche",21/2/2022,Italie,Achat vérifié,"Ho effettuato passaggio da Venu 2 a Venu 2 Plus, per le funzioni vocali, purtroppo non utilizzabili con il mio Huawei P30 Pro. Successivamente sono venuto a conoscenza tramite mail da parte Garmin, che non tutti gli smartphone supportano tali funzioni. Ritengo che sarebbe utile nella descrizione del prodotto specificare eventuali incompatibilità. Ulteriore delusione: alcune app di terze parti per me importanti funzionano su Venu 2, ma non sono (ancora per poco spero) compatibili con Venu 2 Plus. il dispositivo rimane il mio preferito per completezza, in ogni caso prima di acquistare suggerisco di effettuare le necessarie verifiche",6 personnes ont trouvé cela utile,
B09M4BFZK7,"2,0","+ dimensioni , durata batteria , app Garmin molto dettagliate e complete",9/2/2022,Italie,Achat vérifié,"+ dimensioni , durata batteria , app Garmin molto dettagliate e complete",7 personnes ont trouvé cela utile,
B09M4BFZK7,"3,0","Ciao premetto che posseggo un venu 2 ""normale"" del quale sono molto soddisfatto. Ho valutato il passaggio al plus perchè mi interessavano le funzioni vocali, ma aimè ho fatto l'amara scoperta che col mio dispositivo huawei (un vecchio ma glorioso p20 pro) ha dei seri problemi di connessione (il venu 2 invece funziona perfettamente), ma a parte questo, una volta connesso ho scoperto che le funzionalità vocali non sono compatibili....; ho provato poi con un vecchio sony con android 8 e il tutto sembra funzionare...quindi è proprio huwaei che non gli piace, sarà colpa di Trump :) ; sta di fatto che l'ho restituito e mi tengo il venu2 liscio; il potenziale comunque c'è tutto, però il suo giusto prezzo secondo me è intorno ai 300/350max",10/1/2022,Italie,Achat vérifié,"Ciao premetto che posseggo un venu 2 ""normale"" del quale sono molto soddisfatto. Ho valutato il passaggio al plus perchè mi interessavano le funzioni vocali, ma aimè ho fatto l'amara scoperta che col mio dispositivo huawei (un vecchio ma glorioso p20 pro) ha dei seri problemi di connessione (il venu 2 invece funziona perfettamente), ma a parte questo, una volta connesso ho scoperto che le funzionalità vocali non sono compatibili....; ho provato poi con un vecchio sony con android 8 e il tutto sembra funzionare...quindi è proprio huwaei che non gli piace, sarà colpa di Trump :) ; sta di fatto che l'ho restituito e mi tengo il venu2 liscio; il potenziale comunque c'è tutto, però il suo giusto prezzo secondo me è intorno ai 300/350max",6 personnes ont trouvé cela utile,
B09M4BFZK7,"1,0","Nach Verbindung mit Garmin Connect usw. sagt mir die Watch im Sekundentakt, dass sie auf GPS wartet. Ich habe alle Hilfeseiten durchgeschaut - keine der ""Tricks"" hilft.",7/1/2022,Allemagne,Achat vérifié,"Nach Verbindung mit Garmin Connect usw. sagt mir die Watch im Sekundentakt, dass sie auf GPS wartet. Ich habe alle Hilfeseiten durchgeschaut - keine der ""Tricks"" hilft.",7 personnes ont trouvé cela utile,
B09M4BFZK7,"5,0","Tralascio i complimenti ormai canonici ad Amazon che è riuscita a portare in Italia la serietà, la coerenza e la correttezza;",21/1/2022,Italie,Achat vérifié,"Tralascio i complimenti ormai canonici ad Amazon che è riuscita a portare in Italia la serietà, la coerenza e la correttezza;",5 personnes ont trouvé cela utile,
B09M4BFZK7,"1,0","Prinzipiell eine schöne Uhr, jedoch fühlt es sich an als hätte man eine China Uhr für 50€ in der Hand.",16/1/2022,Allemagne,Achat vérifié,"Prinzipiell eine schöne Uhr, jedoch fühlt es sich an als hätte man eine China Uhr für 50€ in der Hand.",5 personnes ont trouvé cela utile,
B09M4BFZK7,"5,0",Lo trovo uno degli sportwatch Garmin meglio riusciti per chi vuole mantenere un look elegante e avere anche una parte smart.,16/2/2022,Italie,Achat vérifié,Lo trovo uno degli sportwatch Garmin meglio riusciti per chi vuole mantenere un look elegante e avere anche una parte smart.,3 personnes ont trouvé cela utile,
B09M4BFZK7,"3,0","I got the Samsung Watch 4 and I got the Venu 2 Plus since I read good reviews, I wanted to compare.",13/1/2022,Allemagne,Achat vérifié,"I got the Samsung Watch 4 and I got the Venu 2 Plus since I read good reviews, I wanted to compare.",3 personnes ont trouvé cela utile,
B09M4BFZK7,"5,0","Nachdem ich als Hobbybergsteiger Jahrzehnte lang ein early adopter des jeweils aktuellen Highend-GPS-Outdoor-Modells war (Suunto, Garmin), wollte ich nun eine echte Smartwatch, also mehr Information, ohne auf die Outdoorfunktionen zu verzichten. Dieses Modell ist genau das, was ich gesucht habe: schicke Uhr, GPS- und andere Tracking-Funktionen, Fitness, Gesundheit, Messages, Terminerinnerungen, Timer, Sprachassistent, Telefonie - das volle Programm. Die Anbindung an mein Pixel 6 Pro ist makellos und nahezu permanent, verblüffend die Haltbarkeit des Akkus (gefühlt anderthalb Wochen zwischen zwei Aufladungen im täglichen, auch nächtlichen, Gebrauch ohne GPS). Der Google Sprachassistent benötigt etwa 3 Sekunden nach Drücken der entsprechenden Taste zum ""Aufwachen"" (Verbinden) und funktioniert dann problemlos. Hervorragend die Telefonie: ein kurzes Tippen auf den Touchscreen zum Annehmen des Gesprächs, der Klang ist klar und hinreichend laut. Perfekt, wenn man in einem Auto sitzt, mit dessen Freisprechanlage man nicht verbunden ist. Die oben auf dem Lenkrad ruhende linke Hand befindet sich in idealer Position für ein kurzes Gespräch.",14/3/2022,Allemagne,Achat vérifié,"Nachdem ich als Hobbybergsteiger Jahrzehnte lang ein early adopter des jeweils aktuellen Highend-GPS-Outdoor-Modells war (Suunto, Garmin), wollte ich nun eine echte Smartwatch, also mehr Information, ohne auf die Outdoorfunktionen zu verzichten. Dieses Modell ist genau das, was ich gesucht habe: schicke Uhr, GPS- und andere Tracking-Funktionen, Fitness, Gesundheit, Messages, Terminerinnerungen, Timer, Sprachassistent, Telefonie - das volle Programm. Die Anbindung an mein Pixel 6 Pro ist makellos und nahezu permanent, verblüffend die Haltbarkeit des Akkus (gefühlt anderthalb Wochen zwischen zwei Aufladungen im täglichen, auch nächtlichen, Gebrauch ohne GPS). Der Google Sprachassistent benötigt etwa 3 Sekunden nach Drücken der entsprechenden Taste zum ""Aufwachen"" (Verbinden) und funktioniert dann problemlos. Hervorragend die Telefonie: ein kurzes Tippen auf den Touchscreen zum Annehmen des Gesprächs, der Klang ist klar und hinreichend laut. Perfekt, wenn man in einem Auto sitzt, mit dessen Freisprechanlage man nicht verbunden ist. Die oben auf dem Lenkrad ruhende linke Hand befindet sich in idealer Position für ein kurzes Gespräch.",2 personnes ont trouvé cela utile,
B09M4BFZK7,"4,0","Buon orologio come ogni prodotto Garmin, un po’ basso il vivavoce mentre risponde Siri,  manca a livello estetico l’effetto wow, orologio un po’ anonimo privo di personalità, altre marche hanno curato molto di più la cassa la ghiera ed aumentato l’ampiezza dello schermo riducendo i bordi. Lo sto ancora provando per capire se riesco a farci 9 giorni. Il prezzo corretto credo debba essere poco sotto i 400 per giustificare le sue lacune estetiche, per gli sportivi sicuramente prodotto top Grazie all’immensa precisione dei sensori. Per utenti meno consapevoli diventa più difficile sceglierlo.",6/1/2022,Italie,Achat vérifié,"Buon orologio come ogni prodotto Garmin, un po’ basso il vivavoce mentre risponde Siri,  manca a livello estetico l’effetto wow, orologio un po’ anonimo privo di personalità, altre marche hanno curato molto di più la cassa la ghiera ed aumentato l’ampiezza dello schermo riducendo i bordi. Lo sto ancora provando per capire se riesco a farci 9 giorni. Il prezzo corretto credo debba essere poco sotto i 400 per giustificare le sue lacune estetiche, per gli sportivi sicuramente prodotto top Grazie all’immensa precisione dei sensori. Per utenti meno consapevoli diventa più difficile sceglierlo.",2 personnes ont trouvé cela utile,
B09M4BFZK7,"5,0",In meinen Augen der aktuell beste Kompromiss zwischen einer hochpräzisen Fitnesstracking Uhr und einer Smartwatch.,10/1/2022,Allemagne,Achat vérifié,In meinen Augen der aktuell beste Kompromiss zwischen einer hochpräzisen Fitnesstracking Uhr und einer Smartwatch.,4 personnes ont trouvé cela utile,
B09M4BFZK7,"4,0","Orologio molto bello e funzionale, unica pecca che l’app del sonno nn calcola i riposini oltre che il volume durante le conversazioni è troppo basso, spero in un aggiornamento..!!",26/2/2022,Italie,Achat vérifié,"Orologio molto bello e funzionale, unica pecca che l’app del sonno nn calcola i riposini oltre che il volume durante le conversazioni è troppo basso, spero in un aggiornamento..!!",3 personnes ont trouvé cela utile,
B09M4BFZK7,"5,0","Ich habe bisher Huawei Watch, Fitbit Sense und die Venu 2s ausprobiert.  Mit der Venu 2 plus bin ich jetzt endlich richtig zufrieden. Die Venu 2s war mir zu klein die 2 zu groß. Sie bietet viel mehr als ich erwartet habe und das Handling ist einfach. Klare Kaufempfehlung!",12/1/2022,Allemagne,Achat vérifié,"Ich habe bisher Huawei Watch, Fitbit Sense und die Venu 2s ausprobiert.  Mit der Venu 2 plus bin ich jetzt endlich richtig zufrieden. Die Venu 2s war mir zu klein die 2 zu groß. Sie bietet viel mehr als ich erwartet habe und das Handling ist einfach. Klare Kaufempfehlung!",2 personnes ont trouvé cela utile,
B09M4BFZK7,"2,0","È un smartwatch molto sopravalutato dal costo veramente ingiustificato. Personalmente lo avevo acquistato - anche - per il monitoraggio del sonno, da molti lodato per la sua asserita precisione. Ebbene, al contrario, basti dire che non da neppure la possibilità di conteggiare eventuali “sonnellini” pomeridiani. Per il resto non l’ho trovato neppure particolarmente preciso. Per es ho verificato che La lettura dell’ossigenazione risulta spesso imprecisa. Più di ogni altra cosa impressiona negativamente la scarsa semplicità del software mai intuitivo anzi complicato fino a diventare sconfortante. Volendo trovare una cosa positiva è la velocità di elaborazione e dei dati che si riesce a visualizzare sull’app. del telefono pressoché in tempo reale. Adeguata la batteria, lo schermo si apprezzerebbe se fosse un pizzico più grande.  Ad ogni modo…a questo prezzo lo trovo veramente sconsigliabile in ogni caso sono pentito dell’acquisto nell’insieme. In definitiva nulla più che discreto smartwatch dal prezzo veramente esagerato anche in considerazione delle caratteristiche. non mancano smartwatch validi - forse migliori per caratteristiche - a metà del prezzo.",24/4/2022,Italie,Achat vérifié,"È un smartwatch molto sopravalutato dal costo veramente ingiustificato. Personalmente lo avevo acquistato - anche - per il monitoraggio del sonno, da molti lodato per la sua asserita precisione. Ebbene, al contrario, basti dire che non da neppure la possibilità di conteggiare eventuali “sonnellini” pomeridiani. Per il resto non l’ho trovato neppure particolarmente preciso. Per es ho verificato che La lettura dell’ossigenazione risulta spesso imprecisa. Più di ogni altra cosa impressiona negativamente la scarsa semplicità del software mai intuitivo anzi complicato fino a diventare sconfortante. Volendo trovare una cosa positiva è la velocità di elaborazione e dei dati che si riesce a visualizzare sull’app. del telefono pressoché in tempo reale. Adeguata la batteria, lo schermo si apprezzerebbe se fosse un pizzico più grande.  Ad ogni modo…a questo prezzo lo trovo veramente sconsigliabile in ogni caso sono pentito dell’acquisto nell’insieme. In definitiva nulla più che discreto smartwatch dal prezzo veramente esagerato anche in considerazione delle caratteristiche. non mancano smartwatch validi - forse migliori per caratteristiche - a metà del prezzo.",,
B09M4BFZK7,"4,0","Ottimo prodotto per quanto riguarda Garmin, ma sono rimasto deluso dal venu 2plus...contapassi che misura anche da fermi in macchina in movimento...rilevazione cardiaca lascia un po' a desiderare...notifiche e connessione con cellulare molto molto discontinue...non va quasi mai la connessione con cellulare...per quanto mi riguarda cinturino che mi ha causato irritazione a polso nonostante non lo tengo stretto...bhe che dire, non mi aspettavo queste pecche da Garmin. Effettuato reso.",5/5/2022,Italie,Achat vérifié,"Ottimo prodotto per quanto riguarda Garmin, ma sono rimasto deluso dal venu 2plus...contapassi che misura anche da fermi in macchina in movimento...rilevazione cardiaca lascia un po' a desiderare...notifiche e connessione con cellulare molto molto discontinue...non va quasi mai la connessione con cellulare...per quanto mi riguarda cinturino che mi ha causato irritazione a polso nonostante non lo tengo stretto...bhe che dire, non mi aspettavo queste pecche da Garmin. Effettuato reso.",,
B09M4BFZK7,"1,0","Lo he tenido que devolver porque el sensor cardiaco o no funciona bien o venía defectuoso. El caso es que después de medir la frecuencia cardiaca con el reloj varios días me di cuenta que no se acercaban las lecturas ni de cerca a lo que normalmente registraba con otros relojes. Para quedarme tranquilo antes de devolverlo, medí el pulso en pleno ejercicio primero con una cinta de pecho y en la segunda parte de la actividad con el reloj y las lecturas no tenían nada que ver. Con la cinta registró un pulso medio de unas 135 pulsaciones y una máxima de 163 (que es lo que suelo tener normalmente jugando al tenis) y sin embargo cuando desconecté la cinta y pasé al registro con el reloj no superé de 105 pulsaciones por minuto de media y una máxima de 109. De manera que no me sirve para lo que realmente necesito el reloj, que es una monitorización  más o menos fiable de mi frecuencia cardiaca cuando me ejercito. Me resulta extraño porque hace años tuve un Venu 1 y era bastante fiable en este sentido.",6/2/2022,Espagne,Achat vérifié,"Lo he tenido que devolver porque el sensor cardiaco o no funciona bien o venía defectuoso. El caso es que después de medir la frecuencia cardiaca con el reloj varios días me di cuenta que no se acercaban las lecturas ni de cerca a lo que normalmente registraba con otros relojes. Para quedarme tranquilo antes de devolverlo, medí el pulso en pleno ejercicio primero con una cinta de pecho y en la segunda parte de la actividad con el reloj y las lecturas no tenían nada que ver. Con la cinta registró un pulso medio de unas 135 pulsaciones y una máxima de 163 (que es lo que suelo tener normalmente jugando al tenis) y sin embargo cuando desconecté la cinta y pasé al registro con el reloj no superé de 105 pulsaciones por minuto de media y una máxima de 109. De manera que no me sirve para lo que realmente necesito el reloj, que es una monitorización  más o menos fiable de mi frecuencia cardiaca cuando me ejercito. Me resulta extraño porque hace años tuve un Venu 1 y era bastante fiable en este sentido.",Une personne a trouvé cela utile,
B09M4BFZK7,"5,0","An excellent fitness tracker with an amazing battery life. This is my first time with a Garmin device and love the health tracking, GPS and especially the battery life. Very good touch screen, responsive and super bright. Very light and comfortable to wear. Sleep tracking on point as well. The garmin connect app is also very easy to use and provides all relevant info. Love the ability to customize the data fields and track what is relavant. Phone notifications, activation of voice assistant, music streaming all work seamlessly as indicated. Love the product, would strongly recommend it",5/4/2022,Allemagne,Achat vérifié,"An excellent fitness tracker with an amazing battery life. This is my first time with a Garmin device and love the health tracking, GPS and especially the battery life. Very good touch screen, responsive and super bright. Very light and comfortable to wear. Sleep tracking on point as well. The garmin connect app is also very easy to use and provides all relevant info. Love the ability to customize the data fields and track what is relavant. Phone notifications, activation of voice assistant, music streaming all work seamlessly as indicated. Love the product, would strongly recommend it",Une personne a trouvé cela utile,
B09M4BFZK7,"4,0","el reloj se ve muy bien, es bonito, pero para mi gusto un poco pequeño, 1 pulgada mas estaria mejor. Se vincula bien con el xiami mi10 aunque al principio me salio un mensaje como que no era compatible,(hay modelos de moviles que no lo son, diria que los mas antiguos por tema software,) pero al final sin problemas. Los menús se cogen rapido para manejar aunque voy a decir lo que NO me ha gustado que hare antes que decir lo que me ha gustado...:",27/3/2022,Espagne,Achat vérifié,"el reloj se ve muy bien, es bonito, pero para mi gusto un poco pequeño, 1 pulgada mas estaria mejor. Se vincula bien con el xiami mi10 aunque al principio me salio un mensaje como que no era compatible,(hay modelos de moviles que no lo son, diria que los mas antiguos por tema software,) pero al final sin problemas. Los menús se cogen rapido para manejar aunque voy a decir lo que NO me ha gustado que hare antes que decir lo que me ha gustado...:",,
